CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLED,JLOCATION,JFOUNDATION,JSECURED
1408292,3,201408,2,20.689285714,1.030744761,1,68800,1232,3,9,9,9,9,I,I,I,I,9,9,9,9
1408293,3,201408,1,41.378571429,0.955345031,1,39900,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1408294,3,201408,2,20.689285714,1.030744761,2,89100,1680,3,2,3,3,1,I,I,I,I,I,I,I,I
1408295,3,201408,2,20.689285714,1.030744761,2,62900,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1408296,1,201408,1,12.05,0.955345031,2,28000,784,3,2,1,1,9,R,R,R,R,R,R,R,R
1408297,3,201408,1,41.378571429,0.955345031,1,57900,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1408298,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,1,3,1,9,I,I,I,I,I,I,I,R
1408299,2,201408,2,5.563636364,1.030744761,2,96200,1728,3,3,3,1,9,R,R,R,R,R,R,R,R
1408300,4,201408,2,7.210526316,1.030744761,2,112000,2500,3,2,3,2,1,I,I,I,I,I,I,I,I
1408301,1,201408,1,12.05,0.955345031,2,59900,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1408302,2,201408,1,11.127272727,0.955345031,2,51500,1216,3,2,1,1,9,R,R,R,R,R,R,R,R
1408303,2,201408,1,11.127272727,0.955345031,2,26900,700,1,2,1,1,9,R,I,I,I,I,I,I,R
1408304,4,201408,2,7.210526316,1.030744761,1,73900,1344,3,9,9,9,9,I,I,I,I,9,9,9,9
1408305,3,201408,2,20.689285714,1.030744761,1,61500,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1408306,1,201408,2,6.025,1.030744761,2,90000,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1408307,3,201408,2,20.689285714,1.030744761,2,63700,1000,1,2,3,2,1,I,I,I,I,I,I,I,I
1408308,3,201408,1,41.378571429,0.955345031,1,53900,1280,3,9,9,9,9,I,I,I,I,9,9,9,9
1408309,4,201408,2,7.210526316,1.030744761,1,84000,1566,3,9,9,9,9,R,I,R,R,9,9,9,9
1408310,3,201408,2,20.689285714,1.030744761,2,115900,2304,3,2,3,1,9,R,R,R,R,R,R,R,R
1408311,1,201408,2,6.025,1.030744761,1,71500,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1408312,1,201408,1,12.05,0.955345031,1,53900,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
1408313,4,201408,2,7.210526316,1.030744761,2,59900,1296,3,2,1,1,9,R,R,R,R,R,R,I,R
1408314,3,201408,2,20.689285714,1.030744761,2,85900,1568,3,1,3,1,9,R,R,R,R,R,R,R,R
1408315,1,201408,2,6.025,1.030744761,2,91700,1736,1,2,1,2,1,R,I,I,I,I,I,I,I
1408316,4,201408,2,7.210526316,1.030744761,2,92500,1755,3,1,1,3,1,R,R,R,R,R,R,R,R
1408317,3,201408,1,41.378571429,0.955345031,1,38900,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1408318,4,201408,2,7.210526316,1.030744761,2,81500,1512,3,3,1,1,9,I,I,I,I,I,I,I,R
1408319,1,201408,2,6.025,1.030744761,2,84200,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1408320,2,201408,1,11.127272727,0.955345031,2,51500,1216,3,2,1,1,9,R,R,R,R,R,R,R,R
1408321,2,201408,2,5.563636364,1.030744761,1,84100,1568,3,9,9,9,9,R,I,R,R,9,9,9,9
1408322,4,201408,1,14.421052632,0.955345031,2,48100,1152,3,2,3,3,1,I,I,I,I,I,I,I,I
1408323,1,201408,2,6.025,1.030744761,1,149000,1568,1,9,9,9,9,R,R,R,R,9,9,9,9
1408324,4,201408,2,7.210526316,1.030744761,2,53000,1620,3,2,1,1,9,R,R,R,R,R,R,R,R
1408325,3,201408,2,20.689285714,1.030744761,1,67000,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1408326,3,201408,2,20.689285714,1.030744761,1,131700,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
1408327,2,201408,2,5.563636364,1.030744761,2,68600,1568,3,2,1,3,1,R,R,R,R,R,I,R,R
1408328,1,201408,2,6.025,1.030744761,2,228600,1344,1,2,1,1,9,R,R,R,R,R,R,R,R
1408329,2,201408,1,11.127272727,0.955345031,2,51000,1216,3,1,1,1,9,I,I,I,I,I,I,I,R
1408330,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1408331,2,201408,2,5.5636,1.030744761,1,69000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408332,3,201408,2,20.689285714,1.030744761,2,89000,2016,3,1,3,3,1,R,R,R,R,R,R,R,R
1408333,5,201408,3,4.807017544,1.030744761,2,168200,2640,3,2,3,2,1,R,R,R,R,R,R,R,R
1408334,3,201408,2,6.025,1.030744761,2,89100,1680,3,2,3,3,1,I,I,I,I,I,I,I,I
1408335,3,201408,2,20.689285714,1.030744761,1,84100,1568,3,9,9,9,9,R,I,I,I,9,9,9,9
1408336,1,201408,1,12.05,0.955345031,2,55000,924,3,2,1,1,9,R,R,R,R,R,R,R,R
1408337,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,3,1,9,I,I,I,I,I,I,I,R
1408338,2,201408,2,5.563636364,1.030744761,1,65200,1100,1,9,9,9,9,R,I,I,I,9,9,9,9
1408339,3,201408,1,41.378571429,0.955345031,2,24500,700,1,2,3,3,1,R,R,R,R,R,R,R,R
1408340,2,201408,2,5.563636364,1.030744761,1,79000,1456,3,9,9,9,9,R,I,R,R,9,9,9,9
1408341,3,201408,2,20.689285714,1.030744761,2,110800,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1408342,3,201408,2,20.689285714,1.030744761,2,73900,1344,3,2,3,3,1,I,I,I,I,I,I,I,I
1408343,1,201408,2,6.025,1.030744761,1,69900,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
1408344,2,201408,2,5.563636364,1.030744761,2,94200,1792,3,2,1,2,1,I,I,I,I,I,I,I,I
1408345,1,201408,2,6.025,1.030744761,2,82700,1456,3,2,1,1,9,R,R,R,R,R,R,R,R
1408346,3,201408,1,41.378571429,0.955345031,1,51000,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1408347,3,201408,1,41.378571429,0.955345031,2,51000,1216,3,2,3,3,1,I,I,I,I,I,I,I,I
1408348,3,201408,1,11.127272727,0.955345031,2,53900,1280,3,1,3,3,1,I,I,I,I,I,I,I,I
1408349,3,201408,2,20.689285714,1.030744761,2,61100,1232,3,2,3,3,1,R,R,R,R,R,R,R,R
1408350,2,201408,2,5.563636364,1.030744761,2,56400,1100,1,2,3,3,1,I,I,I,I,I,I,I,I
1408351,4,201408,2,7.210526316,1.030744761,1,185900,1782,3,9,9,9,9,R,R,R,R,9,9,9,9
1408352,3,201408,2,20.689285714,1.030744761,2,89100,1680,3,2,3,3,1,I,I,I,I,I,I,I,I
1408353,5,201408,3,4.807017544,1.030744761,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408354,3,201408,2,5.563636364,1.030744761,2,116000,1568,3,2,3,3,1,R,R,I,I,I,I,R,R
1408355,2,201408,2,5.563636364,1.030744761,2,65200,1100,1,2,3,1,9,R,I,R,R,R,R,R,R
1408356,3,201408,2,20.689285714,1.030744761,2,83500,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1408357,2,201408,2,5.563636364,1.030744761,2,65000,1568,3,1,1,3,1,R,R,R,R,R,R,R,R
1408358,2,201408,2,5.563636364,1.030744761,2,91700,1736,3,2,3,1,9,R,I,R,R,R,R,R,R
1408359,2,201408,1,11.127272727,0.955345031,2,53900,1300,1,2,1,2,1,I,I,I,I,I,I,I,I
1408360,3,201408,2,20.689285714,1.030744761,1,79000,1456,3,9,9,9,9,I,I,I,I,9,9,9,9
1408361,4,201408,2,7.210526316,1.030744761,2,76600,1404,3,2,1,1,9,I,I,I,I,I,I,I,R
1408362,4,201408,1,14.421052632,0.955345031,2,56100,1020,3,2,1,1,9,R,R,R,R,R,R,R,R
1408363,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,3,2,1,I,I,I,I,I,I,I,I
1408364,3,201408,1,41.378571429,0.955345031,2,43100,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1408365,4,201408,2,7.210526316,1.030744761,2,185900,2500,3,3,3,3,1,I,I,I,I,I,I,I,I
1408366,3,201408,1,41.378571429,0.955345031,1,48100,1152,3,9,9,9,9,R,I,R,R,9,9,9,9
1408367,2,201408,2,5.563636364,1.030744761,2,107000,1920,3,1,3,1,9,R,R,R,R,R,R,R,R
1408368,4,201408,2,7.210526316,1.030744761,1,92500,1755,3,9,9,9,9,R,I,I,I,9,9,9,9
1408369,2,201408,2,5.563636364,1.030744761,2,81500,1512,3,2,1,1,9,R,I,I,I,I,R,I,R
1408370,2,201408,1,11.127272727,0.955345031,1,26900,1056,3,9,9,9,9,R,R,R,R,9,9,9,9
1408371,4,201408,2,7.210526316,1.030744761,2,84900,1344,3,2,1,3,1,R,R,R,R,R,R,R,R
1408372,1,201408,2,6.025,1.030744761,2,77900,1568,3,1,3,1,9,R,R,R,R,R,R,R,R
1408373,4,201408,2,7.210526316,1.030744761,2,94800,1512,3,2,3,3,1,R,R,R,R,R,R,R,R
1408374,2,201408,1,11.127272727,0.955345031,1,54900,1056,3,9,9,9,9,R,R,R,R,9,9,9,9
1408375,3,201408,2,20.689285714,1.030744761,2,131700,2500,3,2,3,3,1,I,I,I,I,I,I,I,I
1408376,2,201408,2,5.563636364,1.030744761,2,96000,1680,3,3,3,1,9,R,R,R,R,R,R,R,R
1408377,4,201408,2,7.210526316,1.030744761,1,81500,1512,3,9,9,9,9,R,I,I,I,9,9,9,9
1408378,2,201408,2,5.563636364,1.030744761,2,84100,1568,3,3,1,1,9,I,I,I,I,I,I,I,R
1408379,1,201408,2,6.025,1.030744761,2,85500,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1408380,3,201408,2,20.689285714,1.030744761,1,109500,2128,3,9,9,9,9,I,I,I,I,9,9,9,9
1408381,3,201408,1,41.378571429,0.955345031,2,51000,1216,3,3,3,3,1,I,I,I,I,I,I,I,I
1408382,3,201408,2,20.689285714,1.030744761,2,96700,2500,3,2,3,3,1,R,R,R,R,R,I,I,I
1408383,1,201408,1,12.05,0.955345031,2,32600,812,1,2,1,3,1,I,I,I,I,I,I,I,I
1408384,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,2,3,2,1,I,I,I,I,I,I,I,I
1408385,3,201408,2,20.689285714,1.030744761,2,117500,2304,3,2,3,1,9,I,I,I,I,I,I,I,R
1408386,2,201408,2,5.563636364,1.030744761,2,84100,1568,3,1,1,2,1,I,I,I,I,I,I,I,I
1408387,1,201408,2,6.025,1.030744761,2,79000,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1408388,3,201408,1,41.378571429,0.955345031,1,51200,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1408389,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,3,1,R,I,I,I,I,R,I,I
1408390,4,201408,2,7.210526316,1.030744761,1,73900,1344,3,9,9,9,9,I,I,I,I,9,9,9,9
1408391,5,201408,3,4.807017544,1.030744761,1,162000,2160,3,9,9,9,9,R,R,R,R,9,9,9,9
1408392,4,201408,2,7.210526316,1.030744761,2,75100,1215,3,1,1,1,9,R,R,R,R,R,R,R,R
1408393,3,201408,2,20.689285714,1.030744761,2,41400,1512,3,2,3,3,1,R,R,R,R,R,R,R,R
1408394,4,201408,2,7.210526316,1.030744761,2,43200,1344,3,1,3,2,1,R,R,R,R,R,R,R,R
1408395,2,201408,1,11.127272727,0.955345031,2,67100,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1408396,2,201408,2,5.563636364,1.030744761,2,91700,1736,3,2,3,3,1,I,I,I,I,I,I,I,I
1408397,3,201408,1,41.378571429,0.955345031,2,40000,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1408398,3,201408,1,41.378571429,0.955345031,1,30000,700,1,9,9,9,9,R,R,R,R,9,9,9,9
1408399,2,201408,2,5.563636364,1.030744761,2,65500,1568,3,2,1,3,1,R,R,R,R,R,R,R,R
1408400,2,201408,2,5.563636364,1.030744761,2,84100,1568,3,1,1,1,9,I,I,I,I,I,I,I,R
1408401,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,2,1,1,9,I,I,I,I,I,I,I,R
1408402,3,201408,2,20.689285714,1.030744761,1,99900,2240,3,9,9,9,9,R,R,R,R,9,9,9,9
1408403,3,201408,1,41.378571429,0.955345031,2,31400,700,1,2,3,1,9,I,I,I,I,I,I,I,R
1408404,1,201408,2,6.025,1.030744761,1,228600,1440,1,9,9,9,9,R,R,R,R,9,9,9,9
1408405,3,201408,1,41.378571429,0.955345031,1,49900,1088,1,9,9,9,9,R,R,R,R,9,9,9,9
1409001,3,201409,2,20.542857143,0.963391489,2,53600,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1409002,2,201409,2,6.027272727,0.963391489,2,69100,1456,3,2,3,3,1,R,R,R,R,R,R,R,R
1409003,1,201409,2,5.466666667,0.963391489,2,89100,1792,3,3,1,1,9,I,I,I,I,I,I,I,R
1409004,3,201409,1,41.085714286,1.11634693,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1409005,4,201409,2,6.952631579,0.963391489,2,64100,1020,1,2,1,3,1,R,I,I,I,I,I,I,I
1409006,2,201409,2,6.027272727,0.963391489,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1409007,3,201409,2,20.542857143,0.963391489,1,60000,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1409008,3,201409,1,41.085714286,1.11634693,1,32900,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1409009,3,201409,2,20.542857143,0.963391489,1,90000,1920,3,9,9,9,9,R,R,R,R,9,9,9,9
1409010,2,201409,2,6.027272727,0.963391489,2,68000,2016,3,2,3,3,1,R,R,R,R,R,R,R,R
1409011,2,201409,2,6.027272727,0.963391489,2,78200,1456,1,1,1,3,1,R,I,I,I,I,I,I,I
1409012,1,201409,2,5.466666667,0.963391489,1,53900,1232,3,9,9,9,9,R,R,R,R,9,9,9,9
1409013,1,201409,2,5.466666667,0.963391489,2,98400,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1409014,4,201409,2,6.952631579,0.963391489,2,62300,1104,1,1,1,2,1,R,R,R,R,R,R,R,R
1409015,3,201409,2,20.542857143,0.963391489,2,85000,2128,3,1,3,1,9,R,R,R,R,R,R,R,R
1409016,4,201409,2,6.952631579,0.963391489,2,89300,1800,3,1,3,1,9,R,I,R,R,R,R,R,R
1409017,2,201409,1,12.054545455,1.11634693,2,34000,924,3,2,3,2,1,R,R,R,R,R,R,I,I
1409018,2,201409,2,6.027272727,0.963391489,2,96300,2016,3,2,1,1,9,R,I,I,I,I,I,I,R
1409019,2,201409,2,6.027272727,0.963391489,2,74600,1344,3,2,1,1,9,R,I,I,I,I,I,I,R
1409020,3,201409,1,10.933333333,1.11634693,2,48000,1280,3,2,3,3,1,I,I,I,I,I,I,I,I
1409021,3,201409,2,20.542857143,0.963391489,1,41400,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1409022,3,201409,2,20.542857143,0.963391489,1,74600,1344,3,9,9,9,9,R,I,I,I,9,9,9,9
1409023,4,201409,2,6.952631579,0.963391489,2,98000,1680,3,1,3,1,9,R,R,R,R,R,R,R,R
1409024,4,201409,2,6.952631579,0.963391489,2,62500,1456,3,1,1,1,9,R,R,R,R,R,R,R,R
1409025,2,201409,2,6.027272727,0.963391489,1,70000,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409026,3,201409,2,20.542857143,0.963391489,2,105000,1920,3,2,3,3,1,R,R,R,R,I,I,I,I
1409027,2,201409,2,6.027272727,0.963391489,2,143000,2400,3,2,1,3,1,R,R,R,R,R,R,R,R
1409028,3,201409,1,41.085714286,1.11634693,1,37900,1152,3,9,9,9,9,R,R,R,R,9,9,9,9
1409029,2,201409,1,12.054545455,1.11634693,2,50200,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1409030,4,201409,2,6.952631579,0.963391489,2,60600,1020,1,2,1,2,1,R,R,R,R,R,R,R,R
1409031,3,201409,2,20.542857143,0.963391489,1,59900,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409032,4,201409,2,6.952631579,0.963391489,2,43200,1296,3,3,3,3,1,R,R,R,R,R,R,R,R
1409033,4,201409,2,6.952631579,0.963391489,2,80000,1512,3,2,1,1,9,R,I,I,I,I,I,I,R
1409034,1,201409,2,5.466666667,0.963391489,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1409035,1,201409,1,10.933333333,1.11634693,2,45600,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1409036,1,201409,1,10.933333333,1.11634693,2,43000,924,1,2,3,1,9,R,R,R,R,R,R,R,R
1409037,2,201409,1,6.0273,1.11634693,1,45900,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1409038,4,201409,2,6.952631579,0.963391489,1,55700,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409039,3,201409,2,20.542857143,0.963391489,2,59600,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1409040,2,201409,2,6.027272727,0.963391489,2,78200,1456,3,2,1,3,1,I,I,I,I,I,I,I,I
1409041,3,201409,1,41.085714286,1.11634693,2,43800,1152,3,2,3,3,1,I,I,I,I,I,I,I,I
1409042,1,201409,1,10.933333333,1.11634693,2,28000,700,1,2,1,3,1,R,R,R,R,R,I,R,R
1409043,3,201409,1,41.085714286,1.11634693,2,24500,960,1,2,3,3,1,R,R,R,R,R,R,R,R
1409044,2,201409,1,12.054545455,1.11634693,1,52600,1216,1,9,9,9,9,R,R,R,R,9,9,9,9
1409045,1,201409,2,5.466666667,0.963391489,1,89000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1409046,3,201409,2,20.542857143,0.963391489,1,62900,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1409047,1,201409,2,5.466666667,0.963391489,2,83300,1568,1,1,3,1,9,R,R,R,R,R,R,R,R
1409048,3,201409,2,20.542857143,0.963391489,2,81800,1568,3,2,3,3,1,R,I,R,R,R,R,R,R
1409049,3,201409,1,41.085714286,1.11634693,2,49000,1312,3,2,3,3,1,I,I,I,I,I,I,I,I
1409050,4,201409,2,6.952631579,0.963391489,2,55100,900,1,2,1,1,9,R,R,R,R,R,R,R,R
1409051,1,201409,1,10.933333333,1.11634693,2,84600,1300,3,2,3,1,9,R,R,R,R,R,R,R,R
1409052,4,201409,2,6.952631579,0.963391489,1,105600,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
1409053,2,201409,1,12.054545455,1.11634693,1,26900,1064,3,9,9,9,9,R,R,R,R,9,9,9,9
1409054,2,201409,1,12.054545455,1.11634693,2,45900,1216,3,1,1,3,1,I,I,I,I,I,I,I,I
1409055,1,201409,2,5.466666667,0.963391489,2,89100,1792,3,1,3,2,1,I,I,I,I,I,I,I,I
1409056,3,201409,2,20.542857143,0.963391489,2,98500,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1409057,5,201409,3,4.635087719,0.963391489,2,208100,2560,1,1,3,1,9,R,R,R,R,R,R,R,R
1409058,1,201409,2,5.466666667,0.963391489,2,77700,1736,1,2,3,1,9,R,R,R,R,R,R,R,R
1409059,1,201409,2,5.466666667,0.963391489,2,85400,2000,3,1,3,1,9,R,R,R,R,R,R,R,R
1409060,2,201409,2,6.027272727,0.963391489,2,78200,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1409061,3,201409,2,20.542857143,0.963391489,2,78000,2016,3,2,3,3,1,R,R,R,R,R,R,R,R
1409062,2,201409,2,6.027272727,0.963391489,2,95600,1664,3,1,1,1,9,R,R,R,R,R,R,R,R
1409063,2,201409,2,6.027272727,0.963391489,2,58100,1100,3,1,3,3,1,R,R,R,R,R,R,R,R
1409064,3,201409,1,41.085714286,1.11634693,1,39000,1024,3,9,9,9,9,R,R,R,R,9,9,9,9
1409065,2,201409,2,6.027272727,0.963391489,1,64900,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409066,3,201409,1,41.085714286,1.11634693,2,47000,1280,3,2,3,3,1,R,R,R,R,R,R,R,R
1409067,3,201409,2,20.542857143,0.963391489,2,101900,1536,3,2,3,1,9,R,R,R,R,R,R,R,R
1409068,2,201409,2,6.027272727,0.963391489,2,96300,2016,3,3,1,2,1,I,I,I,I,I,I,I,I
1409069,3,201409,2,20.542857143,0.963391489,2,131700,1950,3,2,3,3,1,R,R,R,R,R,R,R,R
1409070,3,201409,1,13.905263158,1.11634693,2,48000,1280,3,2,3,3,1,I,I,I,I,I,I,I,I
1409071,3,201409,2,20.542857143,0.963391489,2,109600,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
1409072,3,201409,2,20.542857143,0.963391489,1,70800,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1409073,3,201409,2,20.542857143,0.963391489,1,89900,2048,3,9,9,9,9,R,R,R,R,9,9,9,9
1409074,2,201409,2,6.027272727,0.963391489,2,78200,1456,3,2,1,1,9,I,I,I,I,I,I,I,R
1409075,2,201409,2,6.027272727,0.963391489,1,101800,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1409076,3,201409,2,20.542857143,0.963391489,2,81800,1568,3,2,1,3,1,I,I,I,I,I,I,I,I
1409077,4,201409,2,6.952631579,0.963391489,2,74200,1652,3,3,3,3,1,R,R,R,R,I,R,R,R
1409078,5,201409,3,4.635087719,0.963391489,2,135900,2640,3,3,3,1,9,R,R,R,R,R,R,R,R
1409079,2,201409,2,6.027272727,0.963391489,2,39500,1288,3,2,3,2,1,R,R,R,R,R,R,R,R
1409080,3,201409,2,20.542857143,0.963391489,1,41400,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1409081,1,201409,2,5.466666667,0.963391489,2,85400,1680,1,2,1,3,1,I,I,I,I,I,I,I,I
1409082,4,201409,2,6.952631579,0.963391489,1,114700,1352,3,9,9,9,9,R,R,R,R,9,9,9,9
1409083,3,201409,1,41.085714286,1.11634693,2,40800,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
1409084,4,201409,1,13.905263158,1.11634693,2,54500,900,3,2,3,3,1,R,R,R,R,R,R,R,R
1409085,3,201409,2,20.542857143,0.963391489,2,51500,1232,1,2,3,3,1,R,R,R,R,R,R,R,R
1409086,3,201409,2,20.542857143,0.963391489,1,80200,2112,3,9,9,9,9,R,R,R,R,9,9,9,9
1409087,3,201409,1,41.085714286,1.11634693,1,45900,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1409088,2,201409,2,6.027272727,0.963391489,1,67300,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
1409089,4,201409,2,6.952631579,0.963391489,2,185900,1344,3,2,1,3,1,R,R,R,R,R,R,R,R
1409090,2,201409,2,6.027272727,0.963391489,2,143000,2400,3,2,3,3,1,R,R,R,R,R,R,R,R
1409091,3,201409,2,20.542857143,0.963391489,2,131700,2500,3,1,3,1,9,R,R,R,R,R,R,R,R
1409092,5,201409,3,13.695238095,0.963391489,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1409093,2,201409,2,6.027272727,0.963391489,2,92700,1904,3,1,1,3,1,R,I,I,I,I,I,I,I
1409094,4,201409,2,6.952631579,0.963391489,2,113800,2100,3,1,3,1,9,R,R,R,R,R,R,R,R
1409095,4,201409,2,6.952631579,0.963391489,2,119100,2500,3,2,1,3,1,I,I,I,I,I,I,I,I
1409096,2,201409,2,6.027272727,0.963391489,2,84900,1664,3,2,1,3,1,I,I,I,I,I,I,I,I
1409097,4,201409,2,6.952631579,0.963391489,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1409098,3,201409,1,41.085714286,1.11634693,2,37600,960,1,2,3,3,1,I,I,I,I,I,I,I,I
1409099,3,201409,2,20.542857143,0.963391489,2,55100,1000,3,2,3,3,1,R,R,R,R,R,R,R,R
1409100,3,201409,2,20.542857143,0.963391489,2,64000,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1409101,4,201409,2,6.952631579,0.963391489,2,70000,1680,3,3,3,3,1,R,R,R,R,R,R,R,R
1409102,1,201409,2,5.466666667,0.963391489,1,88400,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409103,2,201409,2,6.027272727,0.963391489,2,66800,1512,3,2,3,3,1,R,R,R,R,R,R,R,R
1409104,1,201409,2,5.466666667,0.963391489,2,78200,1456,3,2,3,1,9,I,I,I,I,I,I,I,R
1409105,3,201409,2,20.542857143,0.963391489,1,54700,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
1409106,2,201409,2,6.027272727,0.963391489,2,47000,1440,3,3,3,2,1,R,R,R,R,R,R,R,R
1409107,3,201409,2,20.542857143,0.963391489,1,81800,1568,3,9,9,9,9,R,I,I,I,9,9,9,9
1409108,3,201409,2,20.542857143,0.963391489,2,64000,2016,3,1,3,3,1,R,R,R,R,R,R,R,R
1409109,2,201409,1,12.054545455,1.11634693,2,34000,924,3,2,3,2,1,R,R,R,R,R,R,I,I
1409110,4,201409,1,13.905263158,1.11634693,2,36500,924,3,2,1,1,9,R,I,R,R,R,R,I,R
1409111,2,201409,2,6.027272727,0.963391489,2,85400,1680,3,3,1,2,1,R,I,I,I,I,I,I,I
1409112,3,201409,2,20.542857143,0.963391489,2,63500,1652,3,2,3,3,1,R,R,R,R,R,R,R,R
1409113,1,201409,1,10.933333333,1.11634693,2,39000,924,3,2,1,3,1,R,R,R,R,I,R,R,R
1409114,3,201409,1,41.085714286,1.11634693,1,36400,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1409115,3,201409,2,20.542857143,0.963391489,1,61400,1000,3,9,9,9,9,I,I,I,I,9,9,9,9
1409116,3,201409,2,20.542857143,0.963391489,2,80800,1536,3,2,3,2,1,I,I,I,I,I,I,I,I
1409117,2,201409,2,6.952631579,0.963391489,2,143000,1792,3,2,1,3,1,R,R,R,R,R,R,R,R
1409118,4,201409,2,6.952631579,0.963391489,1,43200,900,3,9,9,9,9,R,R,R,R,9,9,9,9
1409119,2,201409,2,6.027272727,0.963391489,2,62000,1508,3,2,1,1,9,R,R,R,R,R,R,R,R
1409120,1,201409,2,5.466666667,0.963391489,2,228600,1680,1,2,1,1,9,R,R,R,R,R,R,R,R
1409121,3,201409,2,20.542857143,0.963391489,1,80000,2016,3,9,9,9,9,R,R,R,R,9,9,9,9
1409122,2,201409,1,12.054545455,1.11634693,2,26900,980,3,2,1,3,1,R,R,R,R,R,R,R,R
1409123,2,201409,1,12.054545455,1.11634693,1,45900,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1409124,1,201409,2,5.466666667,0.963391489,2,67200,1792,3,3,1,1,9,R,R,R,R,R,R,R,R
1409125,4,201409,2,6.952631579,0.963391489,2,60000,900,3,2,3,2,1,R,R,R,R,R,R,R,R
1409126,2,201409,2,6.027272727,0.963391489,2,85900,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1409127,2,201409,1,12.054545455,1.11634693,1,31000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1409128,1,201409,2,5.466666667,0.963391489,2,78200,1456,1,2,1,2,1,I,I,I,I,I,I,I,I
1409129,4,201409,2,6.952631579,0.963391489,1,95000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
1409130,2,201409,2,6.027272727,0.963391489,2,72300,1904,3,2,1,3,1,R,R,R,R,R,R,R,R
